"reporting_date","platform","channel_group","total_cost_usd"
"11/21/2016","android","Iron Source App Install",49.5
"11/21/2016","android","UAC App Install",0
"11/21/2016","ios","inMobi App Install",0
"11/21/2016","android","Facebook App Install",2590.81
"11/21/2016","ios","Facebook App Install",161.77
"11/21/2016","android","BBM App Install",844.8
"11/20/2016","android","Facebook DPA",0
"11/20/2016","android","BBM App Install",667.2
"11/20/2016","android","Glispa App Install",258.5
"11/20/2016","android","Iron Source App Install",45.9
"11/20/2016","ios","Facebook App Install",157.36
"11/20/2016","android","Instagram App Install",0
"11/20/2016","ios","GDN App Install",621.2
"11/20/2016","ios","Facebook DPA",0
"11/20/2016","ios","BBM App Install",43.2
"11/20/2016","ios","UAC App Install",0
"11/20/2016","ios","inMobi App Install",0
"11/20/2016","ios","Instagram App Install",0
"11/20/2016","android","Facebook App Install",2099.81
"11/20/2016","android","UAC App Install",0
"11/20/2016","android","GDN App Install",1823.98
"11/20/2016","android","inMobi App Install",2115.4
"11/19/2016","ios","UAC App Install",0
"11/19/2016","android","inMobi App Install",2045.4
"11/19/2016","android","Facebook DPA",0
"11/19/2016","android","GDN App Install",1845.44
"11/19/2016","android","Glispa App Install",255.2
"11/19/2016","android","UAC App Install",0
"11/19/2016","ios","BBM App Install",50.4
"11/19/2016","android","Iron Source App Install",69.3
"11/19/2016","ios","GDN App Install",628.99
"11/19/2016","ios","inMobi App Install",0
"11/19/2016","android","Facebook App Install",2138.63
"11/19/2016","android","Instagram App Install",0
"11/19/2016","ios","Facebook DPA",0
"11/19/2016","android","BBM App Install",639.6
"11/19/2016","ios","Facebook App Install",142.57
"11/19/2016","ios","Instagram App Install",0
"11/18/2016","ios","Facebook App Install",123.49
"11/18/2016","ios","BBM App Install",32.4
"11/18/2016","android","Glispa App Install",606.1
"11/18/2016","android","UAC App Install",0
"11/18/2016","android","BBM App Install",640.8
"11/18/2016","android","Iron Source App Install",333
"11/18/2016","ios","Facebook DPA",0
"11/18/2016","ios","inMobi App Install",0
"11/18/2016","android","Facebook DPA",0
"11/18/2016","android","inMobi App Install",2084.6
"11/18/2016","android","GDN App Install",1860.05
"11/18/2016","android","Facebook App Install",2063.43
"11/18/2016","android","Instagram App Install",0
"11/18/2016","ios","GDN App Install",635.79
"11/18/2016","ios","UAC App Install",0
"11/17/2016","ios","UAC App Install",0
"11/17/2016","ios","BBM App Install",34.8
"11/17/2016","android","Glispa App Install",375.1
"11/17/2016","android","Facebook App Install",2127.83
"11/17/2016","android","Instagram App Install",0
"11/17/2016","ios","inMobi App Install",0
"11/17/2016","android","Facebook DPA",0
"11/17/2016","ios","Facebook App Install",165.78
"11/17/2016","android","inMobi App Install",2315.6
"11/17/2016","ios","Instagram App Install",0
"11/17/2016","android","UAC App Install",0
"11/17/2016","ios","Facebook DPA",0
"11/17/2016","android","GDN App Install",1922.5
"11/17/2016","android","BBM App Install",549.6
"11/17/2016","android","Iron Source App Install",328.5
"11/17/2016","ios","GDN App Install",656.6
"11/16/2016","ios","UAC App Install",0
"11/16/2016","ios","Facebook App Install",137.45
"11/16/2016","ios","GDN App Install",644.52
"11/16/2016","ios","BBM App Install",45.6
"11/16/2016","android","Iron Source App Install",306.9
"11/16/2016","android","UAC App Install",0
"11/16/2016","ios","inMobi App Install",0
"11/16/2016","android","Facebook App Install",2090.8
"11/16/2016","android","Instagram App Install",0
"11/16/2016","android","Facebook DPA",0
"11/16/2016","android","GDN App Install",1924.77
"11/16/2016","android","BBM App Install",735.6
"11/16/2016","ios","Facebook DPA",0
"11/16/2016","ios","Instagram App Install",0
"11/16/2016","android","Glispa App Install",590.7
"11/16/2016","android","inMobi App Install",2277.8
"11/15/2016","ios","GDN App Install",654.56
"11/15/2016","ios","Facebook DPA",0
"11/15/2016","ios","inMobi App Install",0
"11/15/2016","android","GDN App Install",2001.23
"11/15/2016","android","Glispa App Install",511.5
"11/15/2016","android","Facebook App Install",2136.5
"11/15/2016","android","Facebook DPA",0
"11/15/2016","ios","UAC App Install",0
"11/15/2016","android","Iron Source App Install",305.1
"11/15/2016","android","inMobi App Install",2305.8
"11/15/2016","android","Instagram App Install",0
"11/15/2016","ios","BBM App Install",48
"11/15/2016","android","UAC App Install",0
"11/15/2016","ios","Facebook App Install",175.23
"11/15/2016","android","BBM App Install",996
"11/14/2016","android","Iron Source App Install",289.8
"11/14/2016","ios","GDN App Install",648.62
"11/14/2016","ios","Facebook DPA",0
"11/14/2016","ios","UAC App Install",0
"11/14/2016","android","UAC App Install",0
"11/14/2016","android","Facebook DPA",0
"11/14/2016","android","Instagram App Install",0
"11/14/2016","android","BBM App Install",956.4
"11/14/2016","android","Facebook App Install",2146.99
"11/14/2016","ios","Instagram App Install",0
"11/14/2016","android","Glispa App Install",503.8
"11/14/2016","android","inMobi App Install",2203.6
"11/14/2016","android","GDN App Install",1977.4
"11/14/2016","ios","Facebook App Install",208.99
"11/14/2016","ios","inMobi App Install",0
"11/14/2016","ios","BBM App Install",67.2
"11/13/2016","ios","Facebook DPA",0
"11/13/2016","android","BBM App Install",862.8
"11/13/2016","ios","UAC App Install",0
"11/13/2016","ios","inMobi App Install",0
"11/13/2016","android","Facebook App Install",2161.13
"11/13/2016","android","inMobi App Install",2035.6
"11/13/2016","android","Iron Source App Install",297
"11/13/2016","android","Facebook DPA",0
"11/13/2016","ios","GDN App Install",582.15
"11/13/2016","ios","BBM App Install",70.8
"11/13/2016","ios","Facebook App Install",246.5
"11/13/2016","android","UAC App Install",0
"11/13/2016","android","Glispa App Install",525.8
"11/13/2016","android","Instagram App Install",0
"11/13/2016","android","GDN App Install",1716.79
"11/13/2016","ios","Instagram App Install",0
"11/12/2016","android","GDN App Install",1725.5
"11/12/2016","android","BBM App Install",841.2
"11/12/2016","ios","GDN App Install",582
"11/12/2016","android","UAC App Install",0
"11/12/2016","android","Facebook App Install",2148.07
"11/12/2016","android","Glispa App Install",489.5
"11/12/2016","android","Iron Source App Install",271.8
"11/12/2016","android","Facebook DPA",0
"11/12/2016","android","inMobi App Install",2157.4
"11/12/2016","ios","Instagram App Install",0
"11/12/2016","ios","Facebook DPA",0
"11/12/2016","ios","inMobi App Install",0
"11/12/2016","ios","Facebook App Install",217.5
"11/12/2016","ios","BBM App Install",63.6
"11/12/2016","android","Instagram App Install",0
"11/12/2016","ios","UAC App Install",0
"11/11/2016","ios","UAC App Install",0
"11/11/2016","android","BBM App Install",826.8
"11/11/2016","android","GDN App Install",1782.72
"11/11/2016","ios","Facebook DPA",0
"11/11/2016","android","Facebook App Install",2015.81
"11/11/2016","ios","GDN App Install",587.33
"11/11/2016","android","Glispa App Install",333.3
"11/11/2016","android","Instagram App Install",0
"11/11/2016","android","Facebook DPA",0
"11/11/2016","ios","inMobi App Install",0
"11/11/2016","android","Iron Source App Install",287.1
"11/11/2016","android","inMobi App Install",2261
"11/11/2016","android","UAC App Install",0
"11/11/2016","ios","Instagram App Install",0
"11/11/2016","ios","BBM App Install",45.6
"11/11/2016","ios","Facebook App Install",160.95
"11/10/2016","android","BBM App Install",679.2
"11/10/2016","ios","inMobi App Install",0
"11/10/2016","android","Instagram App Install",0
"11/10/2016","ios","Facebook DPA",0
"11/10/2016","android","UAC App Install",0
"11/10/2016","ios","GDN App Install",605.42
"11/10/2016","android","Iron Source App Install",290.7
"11/10/2016","android","Facebook DPA",0
"11/10/2016","android","GDN App Install",1762.37
"11/10/2016","ios","UAC App Install",0
"11/10/2016","ios","Instagram App Install",0
"11/10/2016","android","Facebook App Install",2131.82
"11/10/2016","ios","Facebook App Install",149.94
"11/10/2016","android","Glispa App Install",146.3
"11/10/2016","android","inMobi App Install",2486.4
"11/10/2016","ios","BBM App Install",40.8
"11/9/2016","android","Glispa App Install",292.6
"11/9/2016","ios","Instagram App Install",0
"11/9/2016","android","Iron Source App Install",289.8
"11/9/2016","android","UAC App Install",0
"11/9/2016","android","GDN App Install",1767.32
"11/9/2016","ios","BBM App Install",48
"11/9/2016","android","inMobi App Install",2298.8
"11/9/2016","ios","Facebook App Install",116.05
"11/9/2016","android","Facebook App Install",1966.02
"11/9/2016","ios","UAC App Install",0
"11/9/2016","ios","Facebook DPA",0
"11/9/2016","android","Facebook DPA",0
"11/9/2016","android","BBM App Install",776.4
"11/9/2016","android","Instagram App Install",0
"11/9/2016","ios","GDN App Install",598.24
"11/9/2016","ios","inMobi App Install",0
"11/8/2016","android","Iron Source App Install",278.1
"11/8/2016","ios","BBM App Install",75.6
"11/8/2016","ios","Facebook App Install",145.41
"11/8/2016","android","inMobi App Install",2192.4
"11/8/2016","android","Facebook App Install",1959.88
"11/8/2016","android","Facebook DPA",0
"11/8/2016","ios","Instagram App Install",0
"11/8/2016","ios","UAC App Install",0
"11/8/2016","android","GDN App Install",1868.32
"11/8/2016","android","BBM App Install",850.8
"11/8/2016","android","Glispa App Install",5.5
"11/8/2016","ios","GDN App Install",628.9
"11/8/2016","android","Instagram App Install",0
"11/8/2016","ios","Facebook DPA",0
"11/8/2016","ios","inMobi App Install",0
"11/8/2016","android","UAC App Install",0
"11/7/2016","ios","Instagram App Install",0
"11/7/2016","android","Instagram App Install",0
"11/7/2016","android","inMobi App Install",2426.2
"11/7/2016","android","Glispa App Install",2.2
"11/7/2016","ios","UAC App Install",0
"11/7/2016","ios","BBM App Install",58.8
"11/7/2016","android","Iron Source App Install",288.9
"11/7/2016","android","Facebook App Install",2019.39
"11/7/2016","ios","Facebook App Install",161.83
"11/7/2016","android","Facebook DPA",0
"11/7/2016","ios","Facebook DPA",0
"11/7/2016","android","BBM App Install",850.8
"11/7/2016","ios","inMobi App Install",0
"11/7/2016","android","UAC App Install",0
"11/7/2016","android","GDN App Install",1818.63
"11/7/2016","ios","GDN App Install",518.66
"11/6/2016","ios","BBM App Install",48
"11/6/2016","ios","UAC App Install",0
"11/6/2016","android","Glispa App Install",1.1
"11/6/2016","android","Instagram App Install",0
"11/6/2016","ios","inMobi App Install",0
"11/6/2016","android","Facebook DPA",0
"11/6/2016","ios","Facebook App Install",199.5
"11/6/2016","ios","Instagram App Install",0
"11/6/2016","android","GDN App Install",1997.8
"11/6/2016","android","Facebook App Install",2388.31
"11/6/2016","android","Iron Source App Install",255.6
"11/6/2016","ios","GDN App Install",552.14
"11/6/2016","ios","Facebook DPA",0
"11/6/2016","android","inMobi App Install",2283.4
"11/6/2016","android","BBM App Install",756
"11/6/2016","android","UAC App Install",0
"11/5/2016","ios","GDN App Install",463.12
"11/5/2016","android","UAC App Install",0
"11/5/2016","ios","Facebook DPA",0
"11/5/2016","ios","Facebook App Install",154.06
"11/5/2016","android","GDN App Install",2026.61
"11/5/2016","android","Facebook DPA",0
"11/5/2016","ios","UAC App Install",0
"11/5/2016","ios","BBM App Install",33.6
"11/5/2016","ios","Instagram App Install",0
"11/5/2016","android","BBM App Install",717.6
"11/5/2016","ios","inMobi App Install",0
"11/5/2016","android","Glispa App Install",0
"11/5/2016","android","inMobi App Install",2373
"11/5/2016","android","Facebook App Install",2320.13
"11/5/2016","android","Instagram App Install",0
"11/5/2016","android","Iron Source App Install",259.2
"11/4/2016","android","Instagram App Install",0
"11/4/2016","ios","inMobi App Install",0
"11/4/2016","android","UAC App Install",0
"11/4/2016","ios","BBM App Install",22.8
"11/4/2016","ios","Facebook App Install",235.02
"11/4/2016","android","GDN App Install",2029.62
"11/4/2016","android","inMobi App Install",2531.2
"11/4/2016","android","Facebook App Install",2338.46
"11/4/2016","android","Iron Source App Install",225
"11/4/2016","ios","UAC App Install",0
"11/4/2016","ios","GDN App Install",455.29
"11/4/2016","ios","Instagram App Install",0
"11/4/2016","android","Facebook DPA",0
"11/4/2016","ios","Facebook DPA",0
"11/4/2016","android","Glispa App Install",0
"11/4/2016","android","BBM App Install",598.8
"11/3/2016","android","GDN App Install",2066.97
"11/3/2016","android","Facebook App Install",2236.36
"11/3/2016","ios","Facebook DPA",0
"11/3/2016","android","Facebook DPA",0
"11/3/2016","ios","GDN App Install",589.32
"11/3/2016","ios","BBM App Install",50.4
"11/3/2016","android","Glispa App Install",0
"11/3/2016","android","inMobi App Install",2416.4
"11/3/2016","ios","Facebook App Install",147.2
"11/3/2016","ios","UAC App Install",0
"11/3/2016","android","Iron Source App Install",207
"11/3/2016","android","BBM App Install",756
"11/3/2016","android","Instagram App Install",0
"11/3/2016","android","UAC App Install",0
"11/3/2016","ios","inMobi App Install",0
"11/3/2016","ios","Instagram App Install",0
"11/2/2016","ios","Facebook App Install",175.34
"11/2/2016","ios","UAC App Install",0
"11/2/2016","ios","BBM App Install",40.8
"11/2/2016","android","Facebook App Install",2337.99
"11/2/2016","android","GDN App Install",2094.23
"11/2/2016","ios","GDN App Install",572.86
"11/2/2016","ios","inMobi App Install",0
"11/2/2016","android","Iron Source App Install",9
"11/2/2016","android","BBM App Install",614.4
"11/2/2016","android","UAC App Install",0
"11/2/2016","android","Glispa App Install",2.2
"11/2/2016","android","Instagram App Install",0
"11/2/2016","ios","Facebook DPA",0
"11/2/2016","android","inMobi App Install",2399.6
"11/2/2016","android","Facebook DPA",0
"11/1/2016","android","Facebook App Install",2592.25
"11/1/2016","ios","Facebook DPA",0
"11/1/2016","android","GDN App Install",5899.99
"11/1/2016","android","Iron Source App Install",22.5
"11/1/2016","ios","Instagram App Install",0
"11/1/2016","ios","Facebook App Install",232.75
"11/1/2016","ios","BBM App Install",67.2
"11/1/2016","ios","UAC App Install",0
"11/1/2016","android","UAC App Install",0
"11/1/2016","android","BBM App Install",979.2
"11/1/2016","ios","GDN App Install",1506.1
"11/1/2016","android","inMobi App Install",1880.2
"11/1/2016","android","Facebook DPA",0
"11/1/2016","ios","inMobi App Install",0
"11/1/2016","android","Glispa App Install",2.2
"11/1/2016","android","Instagram App Install",0
"10/31/2016","android","Facebook DPA",0
"10/31/2016","android","inMobi App Install",2077.6
"10/31/2016","android","Facebook App Install",2655.33
"10/31/2016","ios","Instagram App Install",0
"10/31/2016","android","GDN App Install",5003.86
"10/31/2016","android","UAC App Install",0
"10/31/2016","ios","inMobi App Install",0
"10/31/2016","android","Glispa App Install",6.6
"10/31/2016","android","BBM App Install",1255.2
"10/31/2016","ios","UAC App Install",0
"10/31/2016","ios","Facebook DPA",0
"10/31/2016","ios","Facebook App Install",310.49
"10/31/2016","ios","GDN App Install",1738.39
"10/31/2016","android","Iron Source App Install",54
"10/31/2016","ios","BBM App Install",69.6
"10/30/2016","android","Facebook App Install",2133.79
"10/30/2016","ios","inMobi App Install",0
"10/30/2016","android","BBM App Install",1118.4
